Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
40,41,1081.065,69977.37426
41,42,1155.25,71058.43969
42,43,1152.954,72213.68932
43,44,1131.381,73366.64367
44,45,1086.357,74498.02477
45,46,1031.641,75584.38134
46,47,1042.664,76616.02245
47,48,1010.441,77658.68688
48,49,1027.889,78669.1278
49,50,1002.782,79697.01635
50,51,1014.609,80699.79821
51,52,1000.46,81714.40728
52,53,980.6828,82714.8673
53,54,1017.352,83695.5501
54,55,1011.263,84712.90246
55,56,999.3231,85724.16595
56,57,1052.886,86723.48901
57,58,1038.984,87776.37463
58,59,1033.533,88815.35827
59,60,988.3377,89848.89123
60,61,989.6113,90837.22894
61,62,992.9319,91826.84026
62,63,992.8273,92819.77221
63,64,1019.792,93812.59954
64,65,985.2259,94832.39117
65,66,985.3589,95817.61706
66,67,993.3534,96802.97601
67,68,1022.815,97796.3294
68,69,1041.422,98819.14428
69,70,1055.326,99860.56664
70,71,997.3287,100915.8922
71,72,1015.559,101913.2209
72,73,990.0256,102928.7795
73,74,1001.733,103918.8051
74,75,1013.794,104920.5382
75,76,999.6541,105934.3319
76,77,991.3787,106933.986
77,78,989.6921,107925.3646
78,79,1000.228,108915.0567
79,80,1036.964,109915.2842
80,81,1034.432,110952.248
81,82,1042.629,111986.6804
82,83,991.5104,113029.3091
83,84,1023.28,114020.8195
84,85,1019.615,115044.0995
85,86,1011.167,116063.7149
86,87,989.9632,117074.8823
87,88,985.0516,118064.8455
88,89,993.7103,119049.8971
89,90,992.9972,120043.6074
90,91,1001.246,121036.6045
91,92,1046.593,122037.8502
92,93,1029.765,123084.4435
93,94,1046.402,124114.2081
94,95,1002.263,125160.6099
95,96,1006.654,126162.873
96,97,997.4701,127169.527
97,98,1010.658,128166.9971
98,99,998.0798,129177.655
99,100,1011.906,130175.7349
100,101,1003.224,131187.6404
101,102,1015.578,132190.8647
102,103,1004.885,133206.4429
103,104,1077.536,134211.328
104,105,1056.127,135288.8643
105,106,1039.38,136344.9908
106,107,1006.467,137384.3706
107,108,1002.319,138390.8375
108,109,1018.597,139393.1564
109,110,998.8463,140411.753
110,111,984.1006,141410.5993
111,112,981.0051,142394.6999
112,113,994.0589,143375.7051
113,114,1014.322,144369.764
114,115,1015.909,145384.0864
115,116,1055.704,146399.9952
116,117,1038.292,147455.6995
117,118,1027.605,148493.9918
118,119,1012.462,149521.5972
119,120,994.4962,150534.0591
120,121,998.1594,151528.5553
121,122,1017.538,152526.7147
122,123,986.2667,153544.2523
123,124,991.3543,154530.519
124,125,995.5013,155521.8733
125,126,1012.543,156517.3746
126,127,1038.466,157529.9178
127,128,1052.386,158568.3842
128,129,1025.296,159620.7703
129,130,1026.007,160646.0658
130,131,986.4138,161672.0733
131,132,994.7345,162658.4871
132,133,987.7713,163653.2216
133,134,990.1838,164640.9929
134,135,1001.439,165631.1767
135,136,1005.832,166632.6157
136,137,1014.263,167638.448
137,138,1024.047,168652.7115
138,139,1143.773,169676.7587
