Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
58,59,1203.244,98744.85385
59,60,1186.276,99948.09787
60,61,1195.897,101134.3736
61,62,1187.961,102330.2711
62,63,1189.006,103518.2321
63,64,1217.246,104707.2383
64,65,1196.64,105924.4847
65,66,1188.139,107121.1248
66,67,1204.113,108309.2635
67,68,1184.201,109513.3763
68,69,1188.537,110697.5772
69,70,1210.04,111886.1139
70,71,1190.993,113096.1535
71,72,1208.158,114287.1466
72,73,1208.225,115495.3042
73,74,1191.023,116703.5293
74,75,1183.903,117894.5526
75,76,1208.344,119078.4555
76,77,1195.966,120286.799
77,78,1196.297,121482.7652
78,79,1208.489,122679.0627
79,80,1187.48,123887.5512
80,81,1196.839,125075.0312
81,82,1216.814,126271.8701
82,83,1190.227,127488.6841
83,84,1201.542,128678.9109
84,85,1199.019,129880.453
85,86,1189.211,131079.4718
86,87,1230.917,132268.6832
87,88,1220.642,133499.6007
88,89,1210.119,134720.2425
89,90,1186.958,135930.3611
90,91,1202.407,137117.3191
91,92,1193.188,138319.7257
92,93,1203.661,139512.9132
93,94,1209.57,140716.5743
94,95,1193.885,141926.1441
95,96,1186.265,143120.0291
96,97,1209.37,144306.2943
97,98,1197.297,145515.6648
98,99,1201.127,146712.9621
99,100,1201.376,147914.0896
100,101,1202.86,149115.4658
101,102,1191.603,150318.3259
102,103,1210.505,151509.929
103,104,1189.951,152720.4343
104,105,1200.388,153910.3855
105,106,1209.681,155110.7738
106,107,1190.486,156320.4546
107,108,1194.96,157510.9409
108,109,1210.728,158705.9006
109,110,1216.116,159916.6284
110,111,1188.01,161132.7446
111,112,1200.453,162320.7549
112,113,1198.136,163521.2081
113,114,1220.329,164719.3442
114,115,1309.987,165939.6729
