Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
249,35134,5682.326,8100.206536
250,35135,5643.247,13782.53271
251,35136,5704.003,19425.77978
252,35137,5642.47,25129.78271
253,35138,5654.969,30772.25243
254,35139,5685.126,36427.22118
255,35140,5674.872,42112.34765
256,35141,5672.192,47787.21972
257,35142,5689.143,53459.4121
258,35143,5702.495,59148.55468
259,35144,5679.859,64851.04931
260,35145,5677.294,70530.90868
261,35146,5689.331,76208.20263
262,35147,5687.432,81897.53368
263,35148,5684.251,87584.96581
264,35149,5654.057,93269.21679
265,35150,5677.757,98923.27343
266,35151,5657.32,104601.0303
267,35152,5667.727,110258.3501
268,35153,5658.059,115926.0771
269,35154,5670.318,121584.1357
270,35155,5687.666,127254.4541
271,35156,5670.444,132942.1196
272,35157,5727.477,138612.5635
273,35158,5666.766,144340.0405
274,35159,5727.985,150006.8061
275,35160,5682.467,155734.7915
276,35161,5731.66,161417.2583
277,35162,5739.057,167148.9184
278,35163,5733.4,172887.9751
279,35164,5738.251,178621.3755
280,35165,5703.876,184359.6269
281,35166,5740.648,190063.5034
282,35167,5735.811,195804.1514
283,35168,5741.134,201539.9619
284,35169,5701.818,207281.0957
285,35170,5706.731,212982.9136
286,35171,5726.168,218689.645
287,35172,5729.768,224415.8135
288,35173,5692.493,230145.5815
289,35174,5692.132,235838.0747
290,35175,5704.304,241530.207
291,35176,5694.747,247234.5107
292,35177,5708.635,252929.2578
293,35178,5730.682,258637.8931
294,35179,5699.161,264368.5747
295,35180,5712.787,270067.7358
296,35181,5835.919,275780.5225
297,35182,5909.768,281616.4414
298,35183,5910.345,287526.209
