Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
0,26841,1.9977,0
1,26842,2.1125,1.997699976
2,26843,1.9115,4.110199928
3,26844,4.4264,6.021699905
4,26845,1.7688,10.44810009
5,26846,1.7002,12.21690011
6,26847,1.7132,13.91710007
7,26848,1.752,15.63030005
8,26849,2.783,17.38230002
9,26850,1.6941,20.16530001
10,26851,1.6789,21.85940003
11,26852,1.6529,23.53830004
12,26853,1.7336,25.19120002
13,26854,4.3166,26.92480004
14,26855,1.7843,31.24139988
15,26856,1.7326,33.02569985
16,26857,2.9444,34.75829983
17,26858,1.7549,37.7026999
18,26859,1.8778,39.45759988
19,26860,1.6734,41.33539987
20,26861,1.8192,43.00879991
21,26862,1.7469,44.82799995
22,26863,4.0676,46.57489991
23,26864,3.2584,50.64249969
24,26865,1.9503,53.90089965
25,26866,1.7345,55.85119963
26,26867,1.8937,57.58569968
27,26868,2.5433,59.47939968
28,26869,3.0166,62.02269959
29,26870,2.2343,65.03929949
30,26871,4.3712,67.27359939
31,26872,1.8681,71.64479947
32,26873,1.8611,73.51289952
33,26874,2.0796,75.37399948
34,26875,1.8477,77.45359957
35,26876,1.7131,79.30129957
36,26877,1.6428,81.01439953
37,26878,1.787,82.6571995
38,26879,2.8632,84.44419944
39,26880,4.2945,87.30739939
40,26881,1.809,91.60189927
41,26882,4.8343,93.41089928
42,26883,1.9793,98.24519932
43,26884,4.0306,100.2244993
44,26885,2.0834,104.2550994
45,26886,4.5699,106.3384994
46,26887,1.8927,110.9083995
47,26888,1.6047,112.8010994
48,26889,1.6395,114.4057994
49,26890,1.8213,116.0452994
50,26891,3.4346,117.8665994
51,26892,1.7165,121.3011993
52,26893,1.6668,123.0176994
53,26894,2.0218,124.6844994
54,26895,4.4836,126.7062994
55,26896,1.8483,131.1898996
56,26897,1.8289,133.0381995
57,26898,3.0741,134.8670995
58,26899,1.8782,137.9411995
59,26900,1.7244,139.8193996
60,26901,1.8614,141.5437996
61,26902,1.7998,143.4051996
62,26903,1.9075,145.2049997
63,26904,4.3327,147.1124997
64,26905,3.0456,151.4451995
65,26906,2.0734,154.4907994
66,26907,1.9655,156.5641994
67,26908,1.863,158.5296994
68,26909,1.9607,160.3926995
69,26910,1.8967,162.3533995
70,26911,1.8282,164.2500995
71,26912,4.5831,166.0782995
72,26913,1.8909,170.6613994
73,26914,1.7315,172.5522994
74,26915,1.6742,174.2837994
75,26916,1.7787,175.9579993
76,26917,2.0207,177.7366993
77,26918,1.7893,179.7573993
78,26919,1.7828,181.5466993
79,26920,1.7701,183.3294992
80,26921,2.559,185.0995992
81,26922,4.3617,187.6585993
82,26923,1.9965,192.0202993
83,26924,1.8115,194.0167993
84,26925,1.734,195.8282993
85,26926,1.7453,197.5622993
86,26927,1.7595,199.3075993
87,26928,2.884,201.0670993
88,26929,2.2632,203.9510994
89,26930,4.2685,206.2142994
90,26931,1.7908,210.4827993
91,26932,1.7098,212.2735993
92,26933,1.7225,213.9833993
93,26934,1.7771,215.7058992
94,26935,3.2912,217.4829992
95,26936,1.7202,220.7741991
96,26937,1.6712,222.4943991
97,26938,1.6726,224.1655991
98,26939,4.4297,225.8381991
99,26940,1.7906,230.267899
100,26941,1.624,232.058499
101,26942,1.973,233.6824989
102,26943,2.0925,235.655499
103,26944,1.6731,237.747999
104,26945,1.7726,239.4210989
105,26946,1.9244,241.193699
106,26947,1.7053,243.118099
107,26948,1.6328,244.8233989
108,26949,4.8016,246.4561989
109,26950,2.916,251.2577989
110,26951,6.3384,254.1737988
111,26952,6.6116,260.5121987
112,26953,8.3657,267.1237986
113,26954,2.2191,275.4894984
114,26955,1.8919,277.7085984
115,26956,2.0322,279.6004983
116,26957,1.915,281.6326984
117,26958,2.0452,283.5476984
118,26959,4.5778,285.5928985
119,26960,2.2489,290.1706983
120,26961,1.7571,292.4195982
121,26962,2.1008,294.1766982
122,26963,2.2898,296.2774982
123,26964,1.7598,298.5672982
124,26965,1.9442,300.3270981
125,26966,2.0458,302.2712982
126,26967,1.685,304.3170981
127,26968,4.1482,306.0020981
128,26969,1.8701,310.1502981
129,26970,2.0292,312.0203981
130,26971,1.8048,314.0495982
131,26972,1.899,315.8543983
132,26973,2.8476,317.7533983
133,26974,1.6645,320.6009983
134,26975,1.6868,322.2654983
135,26976,2.0381,323.9522983
136,26977,4.1309,325.9903983
137,26978,1.8471,330.1212982
138,26979,1.7501,331.9683982
139,26980,3.7717,333.7184982
140,26981,2.0459,337.4901981
141,26982,1.6902,339.5360982
142,26983,1.74,341.2262982
143,26984,1.6496,342.9662982
144,26985,1.9521,344.6158983
145,26986,4.3311,346.5679983
146,26987,2.7468,350.8990983
147,26988,2.1749,353.6458982
148,26989,1.7491,355.8207983
149,26990,1.7764,357.5698982
150,26991,1.6876,359.3462982
151,26992,2.2075,361.0338982
152,26993,2.2202,363.2413982
153,26994,1.6662,365.4615983
154,26995,4.8769,367.1277983
155,26996,1.7492,372.0046985
156,26997,1.8973,373.7538985
157,26998,1.8113,375.6511985
158,26999,1.9901,377.4624985
159,27000,1.8191,379.4525986
160,27001,1.6982,381.2716986
161,27002,1.7221,382.9698986
162,27003,3.6362,384.6919986
163,27004,4.2814,388.3281986
164,27005,1.9924,392.6095988
165,27006,1.7,394.6019988
166,27007,1.7632,396.3019989
167,27008,1.8067,398.0651989
168,27009,2.0478,399.8718989
169,27010,2.9853,401.919699
170,27011,1.729,404.904999
171,27012,4.3561,406.633999
172,27013,1.7545,410.9900991
173,27014,1.7958,412.7445991
174,27015,1.6833,414.5403991
175,27016,1.6757,416.2236991
176,27017,3.7004,417.899399
177,27018,1.775,421.5997989
178,27019,1.6409,423.3747989
179,27020,1.776,425.0156989
180,27021,4.2563,426.7916989
181,27022,1.7195,431.0479989
182,27023,2.0204,432.7674989
183,27024,3.6415,434.7878989
184,27025,1.8623,438.4293989
185,27026,1.7549,440.2916989
186,27027,1.7187,442.0465989
187,27028,1.7914,443.765299
188,27029,3.9607,445.5566989
189,27030,1.9316,449.517399
190,27031,3.1083,451.4489989
191,27032,1.8035,454.5572989
192,27033,1.8375,456.3607988
193,27034,1.6929,458.1982988
194,27035,1.6342,459.8911988
195,27036,1.6633,461.5253987
196,27037,1.6409,463.1886988
197,27038,1.9037,464.8295988
198,27039,4.3541,466.7332988
199,27040,1.7501,471.087399
200,27041,1.6367,472.837499
201,27042,1.8259,474.4741991
202,27043,1.7036,476.300099
203,27044,2.0255,478.0036991
204,27045,1.8255,480.0291991
205,27046,1.8869,481.8546991
206,27047,1.9866,483.7415991
207,27048,4.3902,485.7281991
208,27049,1.8476,490.1183993
209,27050,1.6396,491.9659992
210,27051,1.651,493.6055993
211,27052,1.8327,495.2565993
212,27053,2.0035,497.0892993
213,27054,1.7392,499.0927993
214,27055,3.5702,500.8319993
215,27056,1.9117,504.4021993
216,27057,4.3883,506.3138993
217,27058,1.802,510.7021992
218,27059,1.979,512.5041993
219,27060,1.8249,514.4831992
220,27061,1.9043,516.3080993
221,27062,3.069,518.2123992
222,27063,1.7698,521.2813993
