Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
0,1110,1.9895,0
1,1111,3.3193,1.989500046
2,1112,1.8511,5.308799982
3,1113,1.8236,7.15989995
4,1114,2.5881,8.983500004
5,1115,1.8982,11.57159996
6,1116,1.8063,13.4698
7,1117,1.7277,15.27610004
8,1118,1.8836,17.00380003
9,1119,2.9872,18.88740003
10,1120,1.9175,21.87460005
11,1121,1.8374,23.79210007
12,1122,1.7016,25.62950003
13,1123,1.6746,27.33109999
14,1124,2.4728,29.00569999
15,1125,2.0264,31.47850001
16,1126,1.9581,33.5049001
17,1127,2.9416,35.46300006
18,1128,1.75,38.40460014
19,1129,1.8346,40.15460014
20,1130,1.7699,41.98920012
21,1131,1.6748,43.75910008
22,1132,1.8665,45.43390012
23,1133,1.795,47.30040014
24,1134,2.7723,49.09540009
25,1135,2.706,51.8677001
26,1136,2.089,54.57370019
27,1137,2.2692,56.66270018
28,1138,1.9891,58.93190026
29,1139,1.8505,60.92100024
30,1140,1.6786,62.77150023
31,1141,1.7658,64.45010018
32,1142,1.8374,66.21590018
33,1143,4.3421,68.05330014
34,1144,3.0206,72.39540029
35,1145,2.205,75.41600037
36,1146,2.1078,77.62100029
37,1147,1.8422,79.7288003
38,1148,1.749,81.57100034
39,1149,1.7275,83.32000029
40,1150,3.3594,85.04750025
41,1151,2.6936,88.40690029
42,1152,1.7731,91.10050023
43,1153,1.8344,92.87360024
44,1154,1.8142,94.70800018
45,1155,1.8307,96.52220023
46,1156,1.7387,98.35290027
47,1157,2.2576,100.0916003
48,1158,2.902,102.3492004
49,1159,1.8943,105.2512003
50,1160,1.7779,107.1455003
51,1161,2.6491,108.9234003
52,1162,1.7075,111.5725003
53,1163,1.7186,113.2800003
54,1164,1.8187,114.9986004
55,1165,2.0604,116.8173003
56,1166,2.9876,118.8777003
57,1167,1.9231,121.8653004
58,1168,1.7601,123.7884004
59,1169,1.6864,125.5485004
60,1170,1.839,127.2349004
61,1171,2.6555,129.0739003
62,1172,1.7875,131.7294003
63,1173,1.7716,133.5169003
64,1174,3.1578,135.2885003
65,1175,1.7068,138.4463003
66,1176,1.6967,140.1531003
67,1177,1.7542,141.8498002
68,1178,1.7159,143.6040002
69,1179,1.8829,145.3199002
70,1180,1.7687,147.2028002
71,1181,2.5676,148.9715002
72,1182,6.3707,151.5391002
73,1183,12.6488,157.9098001
74,1184,2.8228,170.5585999
75,1185,1.8935,173.3813999
76,1186,1.8549,175.2748998
77,1187,1.8664,177.1297998
78,1188,1.8802,178.9961998
79,1189,1.9519,180.8763999
80,1190,1.8797,182.8282999
81,1191,3.0622,184.7079998
82,1192,1.7305,187.7701999
83,1193,2.5566,189.5006999
84,1194,1.9009,192.0573
85,1195,1.9091,193.9582
86,1196,1.9098,195.8672999
87,1197,1.8473,197.7771
88,1198,1.7775,199.6244
89,1199,3.393,201.4019001
90,1200,1.9288,204.7948999
91,1201,1.8637,206.7236999
92,1202,2.9788,208.5874
93,1203,1.8608,211.5662
94,1204,1.751,213.427
95,1205,1.8378,215.1780001
96,1206,2.0851,217.0158001
97,1207,3.0566,219.1009001
98,1208,2.007,222.1575001
99,1209,1.9577,224.1645001
100,1210,1.8533,226.1222001
101,1211,1.8113,227.9755001
102,1212,2.4611,229.7868001
103,1213,1.9144,232.2479002
104,1214,1.808,234.1623002
105,1215,2.2361,235.9703002
106,1216,1.7673,238.2064002
107,1217,1.8204,239.9737002
108,1218,1.8962,241.7941002
109,1219,1.9751,243.6903001
110,1220,1.9265,245.6654001
111,1221,1.9386,247.5919001
112,1222,2.9463,249.5305001
113,1223,2.8064,252.4768001
114,1224,1.9744,255.2832001
115,1225,2.3557,257.2576002
116,1226,2.1294,259.6133002
117,1227,2.0023,261.7427002
118,1228,2.0153,263.7450002
119,1229,1.857,265.7603003
120,1230,1.8831,267.6173003
121,1231,2.5045,269.5004003
122,1232,1.9518,272.0049002
123,1233,1.8562,273.9567002
124,1234,1.7254,275.8129002
125,1235,1.8594,277.5383002
126,1236,1.8547,279.3977002
127,1237,1.966,281.2524002
128,1238,1.8581,283.2184001
129,1239,2.8829,285.0765001
130,1240,1.8947,287.9594001
131,1241,2.7802,289.8541001
132,1242,1.877,292.6343001
133,1243,1.8309,294.5113001
134,1244,1.6854,296.3422
135,1245,1.673,298.0276
136,1246,1.7237,299.7006
137,1247,3.4443,301.4243001
138,1248,1.992,304.8686
139,1249,1.8473,306.8606
140,1250,2.54,308.7079
141,1251,1.8128,311.2479
142,1252,1.7334,313.0607001
143,1253,1.8002,314.7941
144,1254,2.1577,316.5943
145,1255,2.5031,318.7520001
146,1256,5.8945,321.2551
147,1257,5.5279,327.1495998
148,1258,2.6645,332.6775
149,1259,3.1839,335.342
150,1260,1.7585,338.5258999
151,1261,1.7914,340.2843999
152,1262,1.8196,342.0757998
153,1263,1.8017,343.8953998
154,1264,1.8831,345.6970998
155,1265,1.6901,347.5801998
156,1266,2.794,349.2702998
157,1267,2.8337,352.0642997
158,1268,1.9268,354.8979996
159,1269,1.8379,356.8247997
160,1270,1.9094,358.6626997
161,1271,1.9866,360.5720997
162,1272,1.8357,362.5586997
163,1273,1.7771,364.3943998
164,1274,1.8746,366.1714997
165,1275,4.4477,368.0460998
166,1276,3.3609,372.4937998
167,1277,1.8413,375.8546997
168,1278,1.904,377.6959997
169,1279,1.8556,379.5999998
170,1280,1.9161,381.4555998
171,1281,1.827,383.3716998
