Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
0,1839,3.9078,0
1,1840,4.4718,3.907799959
2,1841,3.8707,8.37959981
3,1842,3.8561,12.25029969
4,1843,4.2263,16.10639977
5,1844,3.7955,20.33269954
6,1845,3.9782,24.12819958
7,1846,3.7497,28.10639954
8,1847,3.8687,31.85609961
9,1848,5.0646,35.72479963
10,1849,4.0043,40.78939962
11,1850,3.8217,44.79369974
12,1851,3.8464,48.61539984
13,1852,4.1438,52.46179986
14,1853,4.1895,56.60559964
15,1854,4.6,60.7950995
16,1855,5.1676,65.3950994
17,1856,4.3285,70.56269956
18,1857,3.9951,74.89119935
19,1858,4.3639,78.88629937
20,1859,5.183,83.25019956
21,1860,4.1921,88.43319964
22,1861,3.8097,92.62529969
23,1862,4.1213,96.4349997
24,1863,3.8674,100.5562999
25,1864,4.019,104.4236999
26,1865,3.7794,108.4426999
27,1866,3.8904,112.2220998
28,1867,4.1427,116.1124997
29,1868,3.9179,120.2551999
30,1869,3.7471,124.1731
31,1870,3.7835,127.9201999
32,1871,3.7756,131.7036998
33,1872,5.8179,135.4792998
34,1873,4.8144,141.2972
35,1874,3.8804,146.1116002
36,1875,3.8229,149.9920001
37,1876,4.2736,153.8149002
38,1877,4.1255,158.0885003
39,1878,3.8319,162.2140005
40,1879,3.9216,166.0459003
41,1880,3.9128,169.9675004
42,1881,3.8338,173.8803005
43,1882,4.1011,177.7141006
44,1883,3.8318,181.8152006
45,1884,3.8396,185.6470006
46,1885,3.8835,189.4866006
47,1886,3.8591,193.3701007
48,1887,4.0658,197.2292008
49,1888,4.2451,201.295001
50,1889,4.0366,205.5401011
51,1890,3.7784,209.5767012
52,1891,3.9288,213.3551011
53,1892,4.167,217.2839012
54,1893,4.0427,221.450901
55,1894,3.7935,225.4936008
56,1895,3.9452,229.2871008
57,1896,3.9223,233.2323008
58,1897,4.2676,237.1546009
59,1898,4.0044,241.4222009
60,1899,3.6635,245.4266007
61,1900,2.8752,249.0901008
62,1901,3.9011,251.9653008
63,1902,4.1209,255.8664007
64,1903,3.7518,259.9873009
65,1904,3.9834,263.7391009
66,1905,3.9535,267.722501
67,1906,3.913,271.6760011
68,1907,4.1993,275.5890012
69,1908,4.0652,279.788301
70,1909,3.7541,283.8535008
71,1910,4.1238,287.6076009
72,1911,3.7712,291.7314007
73,1912,4.2148,295.5026007
74,1913,3.7408,299.7174006
75,1914,3.8412,303.4582005
76,1915,3.9503,307.2994003
77,1916,3.8124,311.2497003
78,1917,2.8107,315.0621004
79,1918,4.1189,317.8728004
80,1919,3.8328,321.9917002
81,1920,3.8674,325.8245001
82,1921,3.9282,329.6919
83,1922,3.9172,333.6201
84,1923,4.3525,337.5373001
85,1924,3.8654,341.8898001
86,1925,3.8789,345.7552001
87,1926,3.8334,349.6341002
88,1927,4.0643,353.4675002
89,1928,4.1262,357.5318003
90,1929,3.8582,361.6580005
91,1930,3.9859,365.5162005
92,1931,4.1332,369.5021005
93,1932,3.8185,373.6353006
94,1933,4.1061,377.4538007
95,1934,3.8977,381.5599008
96,1935,4.0226,385.4576008
97,1936,4.4738,389.480201
98,1937,3.7612,393.9540012
99,1938,4.0924,397.7152011
100,1939,4.1969,401.8076012
101,1940,3.8763,406.0045011
102,1941,3.9197,409.8808012
103,1942,3.795,413.8005011
104,1943,4.372,417.5955012
105,1944,3.8079,421.9675014
106,1945,7.4374,425.7754014
107,1946,5.7862,433.2128012
108,1947,4.0414,438.9990013
109,1948,3.9551,443.0404012
110,1949,3.7519,446.9955013
111,1950,3.9353,450.7474012
112,1951,4.1034,454.6827011
113,1952,4.1679,458.7861009
114,1953,3.8226,462.9540009
115,1954,3.9142,466.7766008
116,1955,3.8548,470.6908009
117,1956,4.0813,474.5456009
118,1957,4.1681,478.6269007
119,1958,3.7822,482.7950006
120,1959,3.8597,486.5772007
121,1960,3.8635,490.4369006
122,1961,4.131,494.3004005
123,1962,4.6557,498.4314005
124,1963,4.0403,503.0871007
125,1964,3.8883,507.1274006
126,1965,3.8084,511.0157006
127,1966,4.0915,514.8241005
128,1967,4.352,518.9156003
129,1968,4.8964,523.2676001
130,1969,3.831,528.164
131,1970,3.8057,531.9950001
132,1971,4.3376,535.8007002
133,1972,3.9506,540.1382999
134,1973,4.2202,544.0888999
135,1974,3.8254,548.3090999
136,1975,3.9329,552.1344998
137,1976,4.1794,556.0673997
138,1977,3.8307,560.2467997
139,1978,3.9791,564.0774996
140,1979,3.9346,568.0565996
141,1980,3.9828,571.9911995
142,1981,4.0539,575.9739995
143,1982,3.8479,580.0278993
144,1983,3.9172,583.8757992
145,1984,4.5018,587.7929993
146,1985,4.1749,592.2947993
147,1986,4.305,596.4696994
148,1987,3.7141,600.7746992
149,1988,4.3697,604.4887991
150,1989,4.1095,608.8584991
151,1990,4.3891,612.967999
152,1991,5.7318,617.3570991
153,1992,4.4363,623.0888991
154,1993,5.2234,627.5251989
155,1994,4.2635,632.7485991
156,1995,5.1403,637.0120993
157,1996,5.0694,642.1523991
158,1997,4.8328,647.2217989
159,1998,3.9889,652.0545988
160,1999,4.0998,656.0434988
161,2000,4.0047,660.1432989
162,2001,3.9535,664.147999
163,2002,4.0813,668.1014991
164,2003,4.0556,672.1827989
165,2004,4.1166,676.238399
166,2005,3.9013,680.3549991
167,2006,3.7489,684.256299
168,2007,4.1981,688.005199
169,2008,3.9641,692.203299
170,2009,4.3756,696.1673989
171,2010,3.8215,700.5429988
172,2011,4.192,704.3644989
173,2012,3.6639,708.5564988
174,2013,3.9368,712.2203987
175,2014,3.9667,716.1571987
176,2015,3.9176,720.1238987
177,2016,3.8486,724.0414987
178,2017,3.8897,727.8900986
179,2018,3.8299,731.7797985
180,2019,4.0762,735.6096985
181,2020,4.0482,739.6858985
182,2021,4.1017,743.7340987
183,2022,4.0459,747.8357985
184,2023,3.7977,751.8816984
185,2024,4.1145,755.6793983
186,2025,3.9362,759.7938983
187,2026,4.0543,763.7300982
188,2027,3.9619,767.7843981
189,2028,3.9982,771.7462981
190,2029,4.1017,775.744498
191,2030,3.888,779.8461978
192,2031,4.0054,783.7341979
193,2032,3.9854,787.739598
194,2033,3.7891,791.724998
195,2034,4.2149,795.5140979
