Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
0,4520,2.3884,0
1,4521,2.4308,2.388400078
2,4522,2.704,4.819200039
3,4523,2.3595,7.523200035
4,4524,2.3331,9.882699966
5,4525,4.4663,12.21580005
6,4526,3.2221,16.68210006
7,4527,2.8224,19.90420008
8,4528,2.688,22.72660017
9,4529,2.3971,25.41460013
10,4530,2.7353,27.81170011
11,4531,3.2911,30.54700017
12,4532,2.5194,33.83810019
13,4533,2.5491,36.35750008
14,4534,2.277,38.9066
15,4535,2.2825,41.18359995
16,4536,2.3939,43.46609998
17,4537,3.9703,45.8599999
18,4538,2.6616,49.83029985
19,4539,2.6816,52.49189973
20,4540,5.3985,55.17349982
21,4541,3.0405,60.57199979
22,4542,3.5956,63.61249971
23,4543,2.7577,67.2080996
24,4544,2.4599,69.96579957
25,4545,2.4595,72.42569947
26,4546,2.8528,74.88519955
27,4547,5.8105,77.73799944
28,4548,3.0875,83.54849958
29,4549,2.5437,86.63599968
30,4550,2.324,89.17969966
31,4551,2.3386,91.50369954
32,4552,2.5406,93.84229946
33,4553,4.2326,96.38289952
34,4554,2.7547,100.6154997
35,4555,2.3444,103.3701997
36,4556,2.3297,105.7145996
37,4557,2.543,108.0442996
38,4558,2.8753,110.5872996
39,4559,3.4304,113.4625995
40,4560,2.6286,116.8929994
41,4561,2.2176,119.5215993
42,4562,2.3708,121.7391994
43,4563,2.3907,124.1099994
44,4564,2.4951,126.5006995
45,4565,2.5234,128.9957995
46,4566,2.3826,131.5191996
47,4567,2.271,133.9017997
48,4568,2.1863,136.1727996
49,4569,2.5041,138.3590996
50,4570,2.6808,140.8631997
51,4571,6.4272,143.5439997
52,4572,7.0859,149.9711995
53,4573,3.3,157.0570993
54,4574,3.0404,160.3570993
55,4575,3.45,163.3974993
56,4576,2.5657,166.8474994
57,4577,2.5284,169.4131994
58,4578,2.4153,171.9415994
59,4579,2.9403,174.3568993
60,4580,2.414,177.2971992
61,4581,4.078,179.7111993
62,4582,2.5219,183.7891994
63,4583,2.4688,186.3110993
64,4584,2.7723,188.7798994
65,4585,2.218,191.5521994
66,4586,2.3838,193.7701993
67,4587,3.6669,196.1539993
