Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
0,2846,1.8863,0
1,2847,1.8286,1.886299968
2,2848,1.9692,3.714900017
3,2849,1.9142,5.684100032
4,2850,2.0425,7.59829998
5,2851,3.0181,9.640799999
6,2852,1.913,12.65890002
7,2853,1.9677,14.57190001
8,2854,2.2607,16.53960001
9,2855,1.946,18.8003
10,2856,2.0571,20.74629998
11,2857,5.32,22.80340004
12,2858,12.6635,28.12340021
13,2859,2.79,40.78690004
14,2860,2.8961,43.57690001
16,2862,7.1188,62.04379988
17,2863,4.2076,69.16260004
18,2864,2.78,73.37020016
19,2865,3.2146,76.15020013
20,2866,2.866,79.36480021
21,2867,2.1921,82.23080015
22,2868,1.9982,84.4229002
23,2869,2.1601,86.42110014
24,2870,2.0215,88.58120012
25,2871,2.1567,90.60270023
26,2872,3.8135,92.75940013
27,2873,2.3416,96.57290006
28,2874,2.0741,98.9145
29,2875,2.0372,100.9886
30,2876,2.0224,103.0258
31,2877,2.0342,105.0481999
32,2878,2.2353,107.0823998
33,2879,2.9244,109.3176999
34,2880,2.1721,112.2421
35,2881,2.0803,114.4142001
36,2882,2.5829,116.4945002
37,2883,2.2052,119.0774002
38,2884,2.1586,121.2826002
39,2885,2.0297,123.4412003
40,2886,3.5751,125.4709003
41,2887,2.2742,129.0460002
42,2888,2.0166,131.3202002
43,2889,1.9625,133.3368001
44,2890,1.9412,135.2993001
45,2891,2.1838,137.2405001
46,2892,2.1657,139.4243001
47,2893,1.9639,141.59
48,2894,2.309,143.5539
49,2895,1.97,145.8629
50,2896,2.0269,147.8329
51,2897,2.2845,149.8598001
52,2898,1.8952,152.1443
53,2899,1.9944,154.0395
54,2900,1.9959,156.0339
55,2901,2.1714,158.0298001
56,2902,2.4087,160.2012001
57,2903,2.0155,162.6099001
58,2904,1.8788,164.6254002
59,2905,1.9798,166.5042002
60,2906,1.952,168.4840002
61,2907,2.1642,170.4360002
62,2908,2.0844,172.6002003
63,2909,2.5042,174.6846002
64,2910,2.9175,177.1888002
65,2911,2.1655,180.1063002
66,2912,2.3458,182.2718002
67,2913,2.0381,184.6176001
68,2914,2.1033,186.6557001
69,2915,1.9422,188.7590002
70,2916,2.3875,190.7012001
71,2917,3.0996,193.0887002
72,2918,2.0564,196.1883003
73,2919,2.6503,198.2447003
74,2920,1.9891,200.8950003
75,2921,1.9254,202.8841003
76,2922,2.0393,204.8095003
77,2923,2.1398,206.8488003
78,2924,3.9676,208.9886004
79,2925,2.0729,212.9562005
80,2926,2.3028,215.0291005
81,2927,2.3099,217.3319005
82,2928,2.202,219.6418005
83,2929,1.9729,221.8438004
84,2930,1.8911,223.8167005
85,2931,3.692,225.7078005
86,2932,2.4007,229.3998004
87,2933,2.0874,231.8005005
88,2934,2.0807,233.8879005
89,2935,1.9513,235.9686004
90,2936,2.2921,237.9199004
91,2937,2.0358,240.2120004
92,2938,4.0166,242.2478004
93,2939,2.0653,246.2644005
94,2940,1.9774,248.3297005
95,2941,1.8787,250.3071004
96,2942,1.7064,252.1858004
97,2943,2.393,253.8922005
98,2944,2.3224,256.2852004
99,2945,1.9168,258.6076005
100,2946,2.1812,260.5244005
101,2947,2.0124,262.7056005
102,2948,1.8967,264.7180004
103,2949,1.9275,266.6147004
104,2950,1.9833,268.5422004
105,2951,1.957,270.5255004
106,2952,2.035,272.4825004
107,2953,2.287,274.5175005
108,2954,2.4783,276.8045005
109,2955,1.9475,279.2828006
